sub_region,country,drug,year,wholesale_price,retail_price
Western and Central Europe,Switzerland,Heroin,2008,25584.0,37.0
Western and Central Europe,Switzerland,Heroin,2009,25190.0,46.0
Western and Central Europe,Switzerland,Heroin,2010,27710.0,48.0
Western and Central Europe,Switzerland,Heroin,2011,30609.0,57.0
Western and Central Europe,Switzerland,Heroin,2012,28805.0,64.0
Western and Central Europe,Switzerland,Heroin,2013,30440.0,68.0
Western and Central Europe,Switzerland,Heroin,2014,27356.0,61.0
Western and Central Europe,Switzerland,Heroin,2015,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2016,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2017,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2018,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2019,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2020,27245.0,61.0
Western and Central Europe,United Kingdom,Cocaine,1990,47850.0,131.0
Western and Central Europe,United Kingdom,Cocaine,1991,46475.0,127.0
Western and Central Europe,United Kingdom,Cocaine,1992,20625.0,69.0
Western and Central Europe,United Kingdom,Cocaine,1993,43210.0,123.0
Western and Central Europe,United Kingdom,Cocaine,1994,45000.0,113.0
Western and Central Europe,United Kingdom,Cocaine,1995,46774.0,111.0
Western and Central Europe,United Kingdom,Cocaine,1996,40625.0,102.0
Western and Central Europe,United Kingdom,Cocaine,1997,47500.0,124.0
Western and Central Europe,United Kingdom,Cocaine,1998,47500.0,128.0
Western and Central Europe,United Kingdom,Cocaine,1999,33981.0,104.0
Western and Central Europe,United Kingdom,Cocaine,2000,38168.0,94.0
Western and Central Europe,United Kingdom,Cocaine,2001,36008.0,94.0
Western and Central Europe,United Kingdom,Cocaine,2002,35848.0,84.0
Western and Central Europe,United Kingdom,Cocaine,2003,40880.0,90.0
Western and Central Europe,United Kingdom,Cocaine,2004,50036.0,91.0
Western and Central Europe,United Kingdom,Cocaine,2005,50036.0,79.0
Western and Central Europe,United Kingdom,Cocaine,2006,50943.0,87.0
Western and Central Europe,United Kingdom,Cocaine,2007,60362.0,91.0
Western and Central Europe,United Kingdom,Cocaine,2008,64682.0,74.0
Western and Central Europe,United Kingdom,Cocaine,2009,76963.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2010,76897.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2011,80334.0,64.0
Western and Central Europe,United Kingdom,Cocaine,2012,79132.0,63.0
Western and Central Europe,United Kingdom,Cocaine,2013,66907.0,67.0
Western and Central Europe,United Kingdom,Cocaine,2014,62112.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2015,57778.0,59.0
Western and Central Europe,United Kingdom,Cocaine,2016,44715.0,54.0
Western and Central Europe,United Kingdom,Cocaine,2017,35990.0,103.0
Western and Central Europe,United Kingdom,Cocaine,2018,46729.0,107.0
Western and Central Europe,United Kingdom,Cocaine,2019,44529.26,127.0
Western and Central Europe,United Kingdom,Cocaine,2020,51413.88,102.83
Western and Central Europe,United Kingdom,Heroin,1990,53940.0,157.0
Western and Central Europe,United Kingdom,Heroin,1991,43940.0,144.0
Western and Central Europe,United Kingdom,Heroin,1992,43500.0,144.0
Western and Central Europe,United Kingdom,Heroin,1993,43210.0,134.0
Western and Central Europe,United Kingdom,Heroin,1994,42500.0,129.0
Western and Central Europe,United Kingdom,Heroin,1995,42004.0,125.0
Western and Central Europe,United Kingdom,Heroin,1996,34846.0,108.0
Western and Central Europe,United Kingdom,Heroin,1997,39491.0,118.0
Western and Central Europe,United Kingdom,Heroin,1998,41667.0,120.0
Western and Central Europe,United Kingdom,Heroin,1999,29126.0,108.0
Western and Central Europe,United Kingdom,Heroin,2000,26718.0,107.0
Western and Central Europe,United Kingdom,Heroin,2001,25926.0,86.0
Western and Central Europe,United Kingdom,Heroin,2002,30620.0,91.0
Western and Central Europe,United Kingdom,Heroin,2003,34340.0,100.0
Western and Central Europe,United Kingdom,Heroin,2004,39041.0,110.0
Western and Central Europe,United Kingdom,Heroin,2005,33249.0,93.0
Western and Central Europe,United Kingdom,Heroin,2006,28320.0,71.0
Western and Central Europe,United Kingdom,Heroin,2007,27163.0,101.0
Western and Central Europe,United Kingdom,Heroin,2008,29569.0,83.0
Western and Central Europe,United Kingdom,Heroin,2009,24628.0,69.0
Western and Central Europe,United Kingdom,Heroin,2010,32297.0,62.0
Western and Central Europe,United Kingdom,Heroin,2011,40167.0,64.0
Western and Central Europe,United Kingdom,Heroin,2012,47479.0,63.0
Western and Central Europe,United Kingdom,Heroin,2013,46835.0,63.0
Western and Central Europe,United Kingdom,Heroin,2014,41925.0,78.0
Western and Central Europe,United Kingdom,Heroin,2015,40000.0,59.0
Western and Central Europe,United Kingdom,Heroin,2016,31165.0,68.0
Western and Central Europe,United Kingdom,Heroin,2017,32134.0,64.0
Western and Central Europe,United Kingdom,Heroin,2018,22697.0,53.0
Western and Central Europe,United Kingdom,Heroin,2019,22900.76,64.0
Western and Central Europe,United Kingdom,Heroin,2020,25706.94,64.0
Western and Central Europe,Ireland,Cocaine,2005,38506.0,88.0
Western and Central Europe,Ireland,Cocaine,2006,39636.0,88.0
Western and Central Europe,Ireland,Cocaine,2007,41107.0,96.0
Western and Central Europe,Ireland,Cocaine,2008,44118.0,103.0
Western and Central Europe,Ireland,Cocaine,2009,36161.0,97.0
Western and Central Europe,Ireland,Cocaine,2010,34443.0,93.0
Western and Central Europe,Ireland,Cocaine,2011,36298.0,98.0
Western and Central Europe,Ireland,Cocaine,2012,38660.0,90.0
Western and Central Europe,Ireland,Cocaine,2013,93356.0,93.0
Western and Central Europe,Ireland,Cocaine,2014,32899.0,92.0
Western and Central Europe,Ireland,Cocaine,2015,32823.0,77.0
Western and Central Europe,Ireland,Cocaine,2016,33223.0,78.0
Western and Central Europe,Ireland,Cocaine,2017,33140.5,78.0
Western and Central Europe,Ireland,Cocaine,2018,33058.0,83.0
Western and Central Europe,Ireland,Cocaine,2019,27995.52,78.0
Western and Central Europe,Ireland,Cocaine,2020,34168.56,79.73
Western and Central Europe,Ireland,Heroin,1990,63940.0,196.0
Western and Central Europe,Ireland,Heroin,1991,53940.0,180.0
Western and Central Europe,Ireland,Heroin,1992,53500.0,180.0
Western and Central Europe,Ireland,Heroin,1993,53210.0,168.0
Western and Central Europe,Ireland,Heroin,1994,52500.0,161.0
Western and Central Europe,Ireland,Heroin,1995,81479.0,179.0
Western and Central Europe,Ireland,Heroin,1996,77643.0,275.0
Western and Central Europe,Ireland,Heroin,1997,36531.0,228.0
Western and Central Europe,Ireland,Heroin,1998,34396.0,213.0
Western and Central Europe,Ireland,Heroin,1999,43478.0,204.0
Western and Central Europe,Ireland,Heroin,2000,37600.0,176.0
Western and Central Europe,Ireland,Heroin,2001,36441.0,170.0
Western and Central Europe,Ireland,Heroin,2002,36441.0,179.0
Western and Central Europe,Ireland,Heroin,2003,30510.0,179.0
Western and Central Europe,Ireland,Heroin,2004,30510.0,248.0
Western and Central Europe,Ireland,Heroin,2005,33967.0,252.0
Western and Central Europe,Ireland,Heroin,2006,33967.0,251.0
Western and Central Europe,Ireland,Heroin,2007,33967.0,274.0
Western and Central Europe,Ireland,Heroin,2008,44120.0,294.0
Western and Central Europe,Ireland,Heroin,2009,41725.0,209.0
Western and Central Europe,Ireland,Heroin,2010,39741.0,207.0
Western and Central Europe,Ireland,Heroin,2011,41882.0,209.0
Western and Central Europe,Ireland,Heroin,2012,38660.0,193.0
Western and Central Europe,Ireland,Heroin,2013,40010.0,200.0
Western and Central Europe,Ireland,Heroin,2014,52638.0,197.0
Western and Central Europe,Ireland,Heroin,2015,43764.0,153.0
Western and Central Europe,Ireland,Heroin,2016,44297.0,155.0
Western and Central Europe,Ireland,Heroin,2017,45761.5,155.0
Western and Central Europe,Ireland,Heroin,2018,47226.0,155.0
Western and Central Europe,Ireland,Heroin,2019,44792.83,157.0
Western and Central Europe,Ireland,Heroin,2020,39863.33,227.79
Western and Central Europe,Italy,Cocaine,1990,54000.0,108.0
Western and Central Europe,Italy,Cocaine,1991,48000.0,120.0
Western and Central Europe,Italy,Cocaine,1992,94000.0,164.0
Western and Central Europe,Italy,Cocaine,1993,41935.0,90.0
Western and Central Europe,Italy,Cocaine,1994,51097.0,104.0
Western and Central Europe,Italy,Cocaine,1995,51455.0,113.0
Western and Central Europe,Italy,Cocaine,1996,55633.0,129.0
Western and Central Europe,Italy,Cocaine,1997,50629.0,109.0
Western and Central Europe,Italy,Cocaine,1998,49091.0,129.0
Western and Central Europe,Italy,Cocaine,1999,47250.0,135.0
Western and Central Europe,Italy,Cocaine,2000,46000.0,100.0
Western and Central Europe,Italy,Cocaine,2001,40529.0,89.0
Western and Central Europe,Italy,Cocaine,2002,41412.0,90.0
Western and Central Europe,Italy,Cocaine,2003,47440.0,101.0
Western and Central Europe,Italy,Cocaine,2004,51759.0,113.0
Western and Central Europe,Italy,Cocaine,2005,52188.0,114.0
Western and Central Europe,Italy,Cocaine,2006,52920.0,104.0
Western and Central Europe,Italy,Cocaine,2007,56029.0,112.0
Western and Central Europe,Italy,Cocaine,2008,63514.0,111.0
Western and Central Europe,Italy,Cocaine,2009,57153.0,99.0
Western and Central Europe,Italy,Cocaine,2010,53593.0,92.0
Western and Central Europe,Italy,Cocaine,2011,54694.0,95.0
Western and Central Europe,Italy,Cocaine,2012,48854.0,90.0
Western and Central Europe,Italy,Cocaine,2013,51738.0,95.0
Western and Central Europe,Italy,Cocaine,2014,52082.0,94.0
Western and Central Europe,Italy,Cocaine,2015,42877.0,79.0
Western and Central Europe,Italy,Cocaine,2016,43499.0,87.0
Western and Central Europe,Italy,Cocaine,2017,43527.0,92.0
Western and Central Europe,Italy,Cocaine,2018,45667.0,96.0
Western and Central Europe,Italy,Cocaine,2019,42891.67,89.0
Western and Central Europe,Italy,Cocaine,2020,43769.93,91.34
Western and Central Europe,Italy,Heroin,1990,67500.0,167.0
Western and Central Europe,Italy,Heroin,1991,60000.0,148.0
Western and Central Europe,Italy,Heroin,1992,108000.0,140.0
Western and Central Europe,Italy,Heroin,1993,42581.0,29.0
Western and Central Europe,Italy,Heroin,1994,47690.0,55.0
Western and Central Europe,Italy,Heroin,1995,35786.0,41.0
Western and Central Europe,Italy,Heroin,1996,48152.0,115.0
Western and Central Europe,Italy,Heroin,1997,37795.0,98.0
Western and Central Europe,Italy,Heroin,1998,36459.0,120.0
Western and Central Europe,Italy,Heroin,1999,36894.0,95.0
Western and Central Europe,Italy,Heroin,2000,31163.0,71.0
Western and Central Europe,Italy,Heroin,2001,32979.0,68.0
Western and Central Europe,Italy,Heroin,2002,33669.0,59.0
Western and Central Europe,Italy,Heroin,2003,29830.0,63.0
Western and Central Europe,Italy,Heroin,2004,30109.0,69.0
Western and Central Europe,Italy,Heroin,2005,30496.0,68.0
Western and Central Europe,Italy,Heroin,2006,28830.0,66.0
Western and Central Europe,Italy,Heroin,2007,31676.0,66.0
Western and Central Europe,Italy,Heroin,2008,46300.0,78.0
Western and Central Europe,Italy,Heroin,2009,44044.0,72.0
Western and Central Europe,Italy,Heroin,2010,39478.0,68.0
Western and Central Europe,Italy,Heroin,2011,39687.0,73.0
Western and Central Europe,Italy,Heroin,2012,34912.0,67.0
Western and Central Europe,Italy,Heroin,2013,35537.0,68.0
Western and Central Europe,Italy,Heroin,2014,32961.0,65.0
Western and Central Europe,Italy,Heroin,2015,29727.0,53.0
Western and Central Europe,Italy,Heroin,2016,29884.0,53.0
Western and Central Europe,Italy,Heroin,2017,28432.0,48.0
Western and Central Europe,Italy,Heroin,2018,28524.0,53.0
Western and Central Europe,Italy,Heroin,2019,26274.82,54.0
Western and Central Europe,Italy,Heroin,2020,33443.05,61.5
Western and Central Europe,Luxembourg,Cocaine,1990,93919.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1991,95939.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1992,113521.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1993,50847.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1994,157593.0,172.0
Western and Central Europe,Luxembourg,Cocaine,1995,141343.0,194.0
Western and Central Europe,Luxembourg,Cocaine,1996,47625.0,127.0
Western and Central Europe,Luxembourg,Cocaine,1997,43103.0,115.0
Western and Central Europe,Luxembourg,Cocaine,1998,41072.0,110.0
Western and Central Europe,Luxembourg,Cocaine,1999,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2000,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2001,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2002,47718.0,107.0
Western and Central Europe,Luxembourg,Cocaine,2003,47718.0,96.0
Western and Central Europe,Luxembourg,Cocaine,2004,31052.0,114.0
Western and Central Europe,Luxembourg,Cocaine,2005,31450.0,105.0
Western and Central Europe,Luxembourg,Cocaine,2006,31450.0,106.0
Western and Central Europe,Luxembourg,Cocaine,2007,33787.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2008,36299.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2009,38996.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2010,41895.0,166.0
Western and Central Europe,Luxembourg,Cocaine,2011,45008.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2012,48353.0,110.0
Western and Central Europe,Luxembourg,Cocaine,2013,51947.0,114.0
Western and Central Europe,Luxembourg,Cocaine,2014,55808.0,112.0
Western and Central Europe,Luxembourg,Cocaine,2015,55808.0,93.0
Western and Central Europe,Luxembourg,Cocaine,2016,55808.0,95.0
Western and Central Europe,Luxembourg,Cocaine,2017,55808.0,106.0
Western and Central Europe,Luxembourg,Cocaine,2018,55808.0,81.0
Western and Central Europe,Luxembourg,Cocaine,2019,55808.0,77.0
Western and Central Europe,Luxembourg,Cocaine,2020,55808.0,85.42
Western and Central Europe,Luxembourg,Heroin,1990,86000.0,172.0
Western and Central Europe,Luxembourg,Heroin,1991,75000.0,150.0
Western and Central Europe,Luxembourg,Heroin,1992,75000.0,150.0
Western and Central Europe,Luxembourg,Heroin,1993,49500.0,150.0
Western and Central Europe,Luxembourg,Heroin,1994,86000.0,172.0
Western and Central Europe,Luxembourg,Heroin,1995,57079.0,202.0
Western and Central Europe,Luxembourg,Heroin,1996,59852.0,138.0
Western and Central Europe,Luxembourg,Heroin,1997,54786.0,141.0
Western and Central Europe,Luxembourg,Heroin,1998,52630.0,133.0
Western and Central Europe,Luxembourg,Heroin,1999,50368.0,126.0
Western and Central Europe,Luxembourg,Heroin,2000,48000.0,69.0
Western and Central Europe,Luxembourg,Heroin,2001,50369.0,67.0
Western and Central Europe,Luxembourg,Heroin,2002,50369.0,67.0
Western and Central Europe,Luxembourg,Heroin,2003,24700.0,45.0
Western and Central Europe,Luxembourg,Heroin,2004,43473.0,101.0
Western and Central Europe,Luxembourg,Heroin,2005,44030.0,102.0
Western and Central Europe,Luxembourg,Heroin,2006,44030.0,102.0
Western and Central Europe,Luxembourg,Heroin,2007,31451.0,96.0
Western and Central Europe,Luxembourg,Heroin,2008,33763.0,96.0
Western and Central Europe,Luxembourg,Heroin,2009,31925.0,96.0
Western and Central Europe,Luxembourg,Heroin,2010,30414.0,88.0
Western and Central Europe,Luxembourg,Heroin,2011,32052.0,78.0
Western and Central Europe,Luxembourg,Heroin,2012,29587.0,72.0
Western and Central Europe,Luxembourg,Heroin,2013,30000.0,74.0
Western and Central Europe,Luxembourg,Heroin,2014,30000.0,74.0
Western and Central Europe,Luxembourg,Heroin,2015,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2016,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2017,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2018,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2019,30000.0,53.0
Western and Central Europe,Luxembourg,Heroin,2020,30000.0,51.25
Western and Central Europe,Netherlands,Cocaine,1990,26500.0,66.0
Western and Central Europe,Netherlands,Cocaine,1991,28000.0,70.0
Western and Central Europe,Netherlands,Cocaine,1992,29500.0,74.0
Western and Central Europe,Netherlands,Cocaine,1993,26500.0,66.0
Western and Central Europe,Netherlands,Cocaine,1994,24680.0,60.0
Western and Central Europe,Netherlands,Cocaine,1995,33232.0,79.0
Western and Central Europe,Netherlands,Cocaine,1996,23894.0,52.0
Western and Central Europe,Netherlands,Cocaine,1997,29698.0,64.0
Western and Central Europe,Netherlands,Cocaine,1998,22355.0,38.0
Western and Central Europe,Netherlands,Cocaine,1999,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2000,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2001,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2002,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2003,27400.0,50.0
Western and Central Europe,Netherlands,Cocaine,2004,33775.0,59.0
Western and Central Europe,Netherlands,Cocaine,2005,33775.0,59.0
Western and Central Europe,Netherlands,Cocaine,2006,35000.0,60.0
Western and Central Europe,Netherlands,Cocaine,2007,42409.0,59.0
Western and Central Europe,Netherlands,Cocaine,2008,46691.0,63.0
Western and Central Europe,Netherlands,Cocaine,2009,44149.0,63.0
Western and Central Europe,Netherlands,Cocaine,2010,41596.0,59.0
Western and Central Europe,Netherlands,Cocaine,2011,43836.0,73.0
Western and Central Europe,Netherlands,Cocaine,2012,40464.0,67.0
Western and Central Europe,Netherlands,Cocaine,2013,41877.0,69.0
Western and Central Europe,Netherlands,Cocaine,2014,41877.0,69.0
Western and Central Europe,Netherlands,Cocaine,2015,41877.0,65.15
Western and Central Europe,Netherlands,Cocaine,2016,41877.0,62.04
Western and Central Europe,Netherlands,Cocaine,2017,41877.0,56.0
Western and Central Europe,Netherlands,Cocaine,2018,41877.0,58.0
Western and Central Europe,Netherlands,Cocaine,2019,41877.0,58.0
Western and Central Europe,Netherlands,Cocaine,2020,41877.0,57.29
Western and Central Europe,Netherlands,Heroin,1990,23850.0,49.0
Western and Central Europe,Netherlands,Heroin,1991,25000.0,50.0
Western and Central Europe,Netherlands,Heroin,1992,26550.0,55.0
Western and Central Europe,Netherlands,Heroin,1993,23850.0,49.0
Western and Central Europe,Netherlands,Heroin,1994,23850.0,55.0
Western and Central Europe,Netherlands,Heroin,1995,24384.0,61.0
Western and Central Europe,Netherlands,Heroin,1996,20572.0,48.0
Western and Central Europe,Netherlands,Heroin,1997,13810.0,55.0
Western and Central Europe,Netherlands,Heroin,1998,14056.0,34.0
Western and Central Europe,Netherlands,Heroin,1999,16985.0,30.0
Western and Central Europe,Netherlands,Heroin,2000,14703.0,25.0
Western and Central Europe,Netherlands,Heroin,2001,15757.0,43.0
Western and Central Europe,Netherlands,Heroin,2002,29199.0,35.0
Western and Central Europe,Netherlands,Heroin,2003,17730.0,40.0
Western and Central Europe,Netherlands,Heroin,2004,17730.0,57.0
Western and Central Europe,Netherlands,Heroin,2005,18240.0,38.0
Western and Central Europe,Netherlands,Heroin,2006,16625.0,38.0
Western and Central Europe,Netherlands,Heroin,2007,16957.0,33.0
Western and Central Europe,Netherlands,Heroin,2008,19841.0,53.0
Western and Central Europe,Netherlands,Heroin,2009,19841.0,53.0
Western and Central Europe,Netherlands,Heroin,2010,22079.0,51.0
Western and Central Europe,Netherlands,Heroin,2011,23268.0,60.0
Western and Central Europe,Netherlands,Heroin,2012,21478.0,55.0
Western and Central Europe,Netherlands,Heroin,2013,22228.0,47.0
Western and Central Europe,Netherlands,Heroin,2014,22228.0,45.0
Western and Central Europe,Netherlands,Heroin,2015,22228.0,45.0
Western and Central Europe,Netherlands,Heroin,2016,22228.0,39.0
Western and Central Europe,Netherlands,Heroin,2017,22228.0,43.0
Western and Central Europe,Netherlands,Heroin,2018,22228.0,41.0
Western and Central Europe,Netherlands,Heroin,2019,22228.0,41.0
Western and Central Europe,Netherlands,Heroin,2020,22228.0,41.0
Western and Central Europe,Norway,Cocaine,1990,120000.0,176.0
Western and Central Europe,Norway,Cocaine,1991,120000.0,170.0
Western and Central Europe,Norway,Cocaine,1992,127500.0,255.0
Western and Central Europe,Norway,Cocaine,1993,110000.0,156.0
Western and Central Europe,Norway,Cocaine,1994,39971.0,145.0
Western and Central Europe,Norway,Cocaine,1995,50000.0,150.0
Western and Central Europe,Norway,Cocaine,1996,41670.0,153.0
Western and Central Europe,Norway,Cocaine,1997,60028.0,177.0
Western and Central Europe,Norway,Cocaine,1998,81699.0,133.0
Western and Central Europe,Norway,Cocaine,1999,57545.0,128.0
Western and Central Europe,Norway,Cocaine,2000,51417.0,114.0
Western and Central Europe,Norway,Cocaine,2001,51569.0,157.0
Western and Central Europe,Norway,Cocaine,2002,54159.0,165.0
Western and Central Europe,Norway,Cocaine,2003,56500.0,170.0
Western and Central Europe,Norway,Cocaine,2004,65209.0,155.0
Western and Central Europe,Norway,Cocaine,2005,65209.0,155.0
Western and Central Europe,Norway,Cocaine,2006,56400.0,151.0
Western and Central Europe,Norway,Cocaine,2007,61661.0,164.0
Western and Central Europe,Norway,Cocaine,2008,51471.0,154.0
Western and Central Europe,Norway,Cocaine,2009,48668.0,146.0
Western and Central Europe,Norway,Cocaine,2010,46365.0,139.0
Western and Central Europe,Norway,Cocaine,2011,48862.0,147.0
Western and Central Europe,Norway,Cocaine,2012,45103.0,135.0
Western and Central Europe,Norway,Cocaine,2013,46678.0,127.0
Western and Central Europe,Norway,Cocaine,2014,46678.0,109.0
Western and Central Europe,Norway,Cocaine,2015,46678.0,92.0
Western and Central Europe,Norway,Cocaine,2016,46678.0,92.0
Western and Central Europe,Norway,Cocaine,2017,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2018,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2019,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2020,42393.38,115.0
Western and Central Europe,Norway,Heroin,1990,220000.0,1680.0
Western and Central Europe,Norway,Heroin,1991,200000.0,525.0
Western and Central Europe,Norway,Heroin,1992,212500.0,510.0
Western and Central Europe,Norway,Heroin,1993,151099.0,275.0
Western and Central Europe,Norway,Heroin,1994,101744.0,349.0
Western and Central Europe,Norway,Heroin,1995,85000.0,300.0
Western and Central Europe,Norway,Heroin,1996,72520.0,282.0
Western and Central Europe,Norway,Heroin,1997,62209.0,198.0
Western and Central Europe,Norway,Heroin,1998,64918.0,186.0
Western and Central Europe,Norway,Heroin,1999,49872.0,166.0
Western and Central Europe,Norway,Heroin,2000,44561.0,128.0
Western and Central Europe,Norway,Heroin,2001,35874.0,157.0
Western and Central Europe,Norway,Heroin,2002,37676.0,165.0
Western and Central Europe,Norway,Heroin,2003,48234.0,198.0
Western and Central Europe,Norway,Heroin,2004,52790.0,148.0
Western and Central Europe,Norway,Heroin,2005,53490.0,220.0
Western and Central Europe,Norway,Heroin,2006,53325.0,220.0
Western and Central Europe,Norway,Heroin,2007,58235.0,240.0
Western and Central Europe,Norway,Heroin,2008,47766.0,170.0
Western and Central Europe,Norway,Heroin,2009,47766.0,160.0
Western and Central Europe,Norway,Heroin,2010,47794.0,152.0
Western and Central Europe,Norway,Heroin,2011,45372.0,161.0
Western and Central Europe,Norway,Heroin,2012,41223.0,143.0
Western and Central Europe,Norway,Heroin,2013,37074.0,126.0
Western and Central Europe,Norway,Heroin,2014,32925.0,109.0
Western and Central Europe,Norway,Heroin,2015,28775.0,92.0
Western and Central Europe,Norway,Heroin,2016,28775.0,97.0
Western and Central Europe,Norway,Heroin,2017,28775.0,102.0
Western and Central Europe,Norway,Heroin,2018,28775.0,102.0
Western and Central Europe,Norway,Heroin,2019,28775.0,102.0
Western and Central Europe,Norway,Heroin,2020,28775.0,102.0
Western and Central Europe,Portugal,Cocaine,1990,39500.0,63.0
Western and Central Europe,Portugal,Cocaine,1991,39285.0,57.0
Western and Central Europe,Portugal,Cocaine,1992,33000.0,60.0
Western and Central Europe,Portugal,Cocaine,1993,27000.0,57.0
Western and Central Europe,Portugal,Cocaine,1994,27950.0,59.0
Western and Central Europe,Portugal,Cocaine,1995,34483.0,66.0
Western and Central Europe,Portugal,Cocaine,1996,42591.0,64.0
Western and Central Europe,Portugal,Cocaine,1997,37908.0,57.0
Western and Central Europe,Portugal,Cocaine,1998,33447.0,51.0
Western and Central Europe,Portugal,Cocaine,1999,30000.0,43.0
Western and Central Europe,Portugal,Cocaine,2000,28000.0,56.0
Western and Central Europe,Portugal,Cocaine,2001,29080.0,48.0
Western and Central Europe,Portugal,Cocaine,2002,31046.0,36.0
Western and Central Europe,Portugal,Cocaine,2003,32410.0,47.0
Western and Central Europe,Portugal,Cocaine,2004,36399.0,49.0
Western and Central Europe,Portugal,Cocaine,2005,36399.0,55.0
Western and Central Europe,Portugal,Cocaine,2006,31365.0,56.0
Western and Central Europe,Portugal,Cocaine,2007,34256.0,55.0
Western and Central Europe,Portugal,Cocaine,2008,44118.0,66.0
Western and Central Europe,Portugal,Cocaine,2009,41716.0,66.0
Western and Central Europe,Portugal,Cocaine,2010,39741.0,61.0
Western and Central Europe,Portugal,Cocaine,2011,41882.0,70.0
Western and Central Europe,Portugal,Cocaine,2012,38660.0,65.0
Western and Central Europe,Portugal,Cocaine,2013,40010.0,63.0
Western and Central Europe,Portugal,Cocaine,2014,40010.0,63.0
Western and Central Europe,Portugal,Cocaine,2015,40010.0,59.31
Western and Central Europe,Portugal,Cocaine,2016,40010.0,56.58
Western and Central Europe,Portugal,Cocaine,2017,27643.0,50.0
Western and Central Europe,Portugal,Cocaine,2018,25260.47,54.0
Western and Central Europe,Portugal,Cocaine,2019,22877.93,37.0
Western and Central Europe,Portugal,Cocaine,2020,18895.22,37.59
Western and Central Europe,Portugal,Heroin,1990,50000.0,83.0
Western and Central Europe,Portugal,Heroin,1991,55000.0,82.0
Western and Central Europe,Portugal,Heroin,1992,46667.0,72.0
Western and Central Europe,Portugal,Heroin,1993,31500.0,63.0
Western and Central Europe,Portugal,Heroin,1994,32428.0,65.0
Western and Central Europe,Portugal,Heroin,1995,43171.0,79.0
Western and Central Europe,Portugal,Heroin,1996,45902.0,68.0
Western and Central Europe,Portugal,Heroin,1997,38841.0,55.0
Western and Central Europe,Portugal,Heroin,1998,30483.0,74.0
Western and Central Europe,Portugal,Heroin,1999,29339.0,37.0
Western and Central Europe,Portugal,Heroin,2000,25398.0,45.0
Western and Central Europe,Portugal,Heroin,2001,31310.0,45.0
Western and Central Europe,Portugal,Heroin,2002,25839.0,41.0
Western and Central Europe,Portugal,Heroin,2003,31000.0,54.0
Western and Central Europe,Portugal,Heroin,2004,34075.0,52.0
Western and Central Europe,Portugal,Heroin,2005,34512.0,52.0
Western and Central Europe,Portugal,Heroin,2006,34512.0,52.0
Western and Central Europe,Portugal,Heroin,2007,20554.0,52.0
Western and Central Europe,Portugal,Heroin,2008,27206.0,49.0
Western and Central Europe,Portugal,Heroin,2009,38239.0,51.0
Western and Central Europe,Portugal,Heroin,2010,29806.0,47.0
Western and Central Europe,Portugal,Heroin,2011,31411.0,50.0
Western and Central Europe,Portugal,Heroin,2012,28995.0,46.0
Western and Central Europe,Portugal,Heroin,2013,30007.0,48.0
Western and Central Europe,Portugal,Heroin,2014,30007.0,34.0
Western and Central Europe,Portugal,Heroin,2015,30007.0,32.0
Western and Central Europe,Portugal,Heroin,2016,30007.0,29.0
Western and Central Europe,Portugal,Heroin,2017,30007.0,30.0
Western and Central Europe,Portugal,Heroin,2018,30007.0,34.0
Western and Central Europe,Portugal,Heroin,2019,30007.0,27.0
Western and Central Europe,Portugal,Heroin,2020,30007.0,19.51
Western and Central Europe,Spain,Cocaine,1990,65000.0,110.0
Western and Central Europe,Spain,Cocaine,1991,60000.0,100.0
Western and Central Europe,Spain,Cocaine,1992,55000.0,100.0
Western and Central Europe,Spain,Cocaine,1993,35000.0,63.0
Western and Central Europe,Spain,Cocaine,1994,36434.0,78.0
